file_name,Hue_L,Hue_H,Saturation_L,Saturation_H,Brightness_L,Brightness_H,Method
20240819_110223.jpg,30,135,0,255,0,137,Automatic
20240819_110441.jpg,30,137,0,255,0,125,Automatic
20240819_110526.jpg,0,255,0,255,0,140,Manual
20240819_110600.jpg,30,129,0,255,0,130,Automatic
20240819_110710.jpg,30,142,0,255,0,137,Automatic
20240819_110801.jpg,30,131,0,255,0,140,Automatic
20240819_110845.jpg,30,113,0,255,0,147,Automatic
20240819_111013.jpg,30,132,0,255,0,148,Automatic
20240819_111049.jpg,30,112,0,255,0,133,Automatic
20240819_111135.jpg,30,113,0,255,0,134,Automatic
20240819_111200.jpg,30,113,0,255,0,137,Automatic
20240819_111728.jpg,30,114,0,255,0,135,Automatic
20240819_111738.jpg,30,116,0,255,0,130,Automatic
20240819_111758.jpg,30,108,0,255,0,131,Automatic
20240819_111809.jpg,30,118,0,255,0,124,Automatic
20240819_111819.jpg,30,117,0,255,0,125,Automatic
20240819_112602.jpg,30,129,0,255,0,148,Automatic
20240819_112643.jpg,30,131,0,255,0,148,Automatic
20240819_112905.jpg,30,138,0,255,0,146,Automatic
20240819_112911.jpg,30,135,0,255,0,138,Automatic
20240819_113018.jpg,30,109,0,255,0,143,Automatic
20240819_113039.jpg,30,114,0,255,0,139,Automatic
20240819_113103.jpg,30,113,0,255,0,140,Automatic
20240819_113217.jpg,30,112,0,255,0,136,Automatic
20240819_114557.jpg,30,109,0,255,0,147,Automatic
IMG_20240822_114433959.jpg,0,255,0,255,0,90,Manual
IMG_20240822_114450162.jpg,20,160,0,255,0,140,Manual
IMG_20240822_114548998.jpg,20,130,0,255,0,255,Manual
IMG_20240822_114600533.jpg,0,130,0,255,0,255,Manual
IMG_20240822_114604539.jpg,30,113,0,255,0,132,Automatic
IMG_20240822_114610377.jpg,0,130,0,255,0,255,Manual
IMG_20240822_114626213.jpg,30,116,0,255,0,127,Automatic
IMG_20240822_114646365.jpg,30,106,0,255,0,159,Automatic
IMG_20240822_114657483.jpg,30,123,0,255,0,137,Automatic
IMG_20240822_114710191.jpg,30,130,30,255,0,255,Manual
IMG_20240822_114739540.jpg,30,106,0,255,0,140,Automatic
IMG_20240822_114752530.jpg,30,122,0,255,0,154,Automatic
IMG_20240822_114802835.jpg,30,116,0,255,0,139,Automatic
IMG_20240822_114806727.jpg,30,106,0,255,0,135,Automatic
IMG_20240822_114919251.jpg,30,106,0,255,0,147,Automatic
IMG_20240822_114944344.jpg,30,106,0,255,0,151,Automatic
IMG_20240822_114958227.jpg,30,106,0,255,0,153,Automatic
IMG_20240822_115007906.jpg,30,106,0,255,0,143,Automatic
IMG_20240822_115040779.jpg,30,106,0,255,0,148,Automatic
IMG_20240822_115054201.jpg,30,63,0,255,0,145,Automatic
IMG_20240822_115119063.jpg,30,106,0,255,0,144,Automatic
IMG_20240822_115138432.jpg,30,130,30,255,0,255,Manual
IMG_20240822_115202803.jpg,30,130,30,255,0,255,Manual
IMG_20240822_115331239_HDR.jpg,0,255,40,255,0,160,Manual
IMG_20240822_115336348.jpg,30,116,0,255,0,137,Automatic
IMG_20240822_115344811.jpg,30,68,0,255,0,155,Automatic
IMG_20240822_115354986.jpg,30,113,0,255,0,168,Automatic
IMG_20240822_115403750.jpg,30,130,130,255,0,255,Manual
IMG_20240822_115417834.jpg,30,78,0,255,0,169,Automatic
IMG_20240822_115428628.jpg,30,106,0,255,0,131,Automatic
IMG_20240822_115439677.jpg,30,106,0,255,0,138,Automatic
IMG_20240822_115457499_HDR.jpg,30,122,0,255,0,157,Automatic
IMG_20240822_115514717.jpg,30,116,0,255,0,144,Automatic
IMG_20240822_115533596.jpg,30,116,0,255,0,134,Automatic
IMG_20240822_115801646_HDR.jpg,30,116,0,255,0,171,Automatic
IMG_20240822_115808676_HDR.jpg,30,136,0,255,0,168,Automatic
IMG_20240822_115832622.jpg,30,116,0,255,0,166,Automatic
IMG_20240822_115839227.jpg,30,63,0,255,0,170,Automatic
IMG_20240822_115851709.jpg,30,116,0,255,0,173,Automatic
IMG_20240822_115855246_HDR.jpg,30,106,0,255,0,172,Automatic
IMG_20240822_115941426.jpg,30,106,0,255,0,142,Automatic
IMG_20240822_120042480_HDR.jpg,30,127,0,255,0,176,Automatic
IMG_20240822_120052092_HDR.jpg,30,116,0,255,0,167,Automatic
IMG_20240822_120057580_HDR.jpg,30,116,0,255,0,171,Automatic
IMG_20240822_120101788.jpg,30,127,0,255,0,176,Automatic
IMG_20240822_120108792_HDR.jpg,30,81,0,255,0,167,Automatic
IMG_20240822_120230948_HDR.jpg,30,122,0,255,0,172,Automatic
IMG_20240822_120234405_HDR.jpg,30,127,0,255,0,175,Automatic
IMG_20240822_120240682.jpg,30,127,0,255,0,138,Automatic
IMG_20240822_120257510_HDR.jpg,30,123,0,255,0,163,Automatic
IMG_20240822_120302907.jpg,30,106,0,255,0,173,Automatic
IMG_20240822_120308139_HDR.jpg,0,200,0,255,0,150,Manual
IMG_20240822_120312977_HDR.jpg,10,160,30,255,0,255,Manual
IMG_20240822_120505596.jpg,30,116,0,255,0,159,Automatic
IMG_20240822_120519244.jpg,30,130,130,255,0,255,Manual
IMG_20240822_120524533.jpg,30,116,0,255,0,164,Automatic
IMG_20240822_120534409.jpg,30,116,0,255,0,139,Automatic
IMG_20240822_120538033_HDR.jpg,30,85,0,255,0,175,Automatic
IMG_20240822_120543959.jpg,30,116,0,255,0,174,Automatic
IMG_20240822_120549894.jpg,30,116,0,255,0,179,Automatic
IMG_20240822_120554733.jpg,30,67,0,255,0,172,Automatic
IMG_20240822_120608873.jpg,30,106,0,255,0,185,Automatic
IMG_20240822_120808718_HDR.jpg,30,106,0,255,0,173,Automatic
IMG_20240822_120813344.jpg,30,106,0,255,0,173,Automatic
IMG_20240822_120822309_HDR.jpg,30,116,0,255,0,165,Automatic
IMG_20240822_120832034.jpg,20,130,110,255,0,255,Manual
IMG_20240822_120903779.jpg,20,130,110,255,0,255,Manual
IMG_20240822_120912532_HDR.jpg,20,130,110,255,0,255,Manual
IMG_20240822_120916535.jpg,30,116,0,255,0,173,Automatic
IMG_20240822_120928426.jpg,30,106,0,255,0,151,Automatic
IMG_20240822_120933197_HDR.jpg,30,116,0,255,0,184,Automatic
IMG_20240822_120953174.jpg,30,130,130,255,0,255,Manual
IMG_20240822_121017976.jpg,30,116,0,255,0,142,Automatic
IMG_20240822_121202173.jpg,20,130,110,255,0,255,Manual
IMG_20240822_121216391_HDR.jpg,20,130,110,255,0,255,Manual
IMG_20240822_121224063_HDR.jpg,20,130,110,255,0,255,Manual
IMG_20240822_121244439_HDR.jpg,40,130,30,255,0,255,Manual
IMG_20240822_121249844.jpg,30,106,0,255,0,172,Automatic
IMG_20240822_121257693_HDR.jpg,30,106,0,255,0,153,Automatic
IMG_20240822_121309285.jpg,20,130,110,255,0,255,Manual
IMG_20240822_121324841_HDR.jpg,30,106,0,255,0,157,Automatic
IMG_20240822_121415459_HDR.jpg,30,106,0,255,0,180,Automatic
IMG_20240822_121424874.jpg,30,123,0,255,0,129,Automatic
IMG_20240822_121427951.jpg,30,122,0,255,0,170,Automatic
IMG_20240822_121440015_HDR.jpg,30,82,0,255,0,163,Automatic
IMG_20240822_121445207_HDR.jpg,30,106,0,255,0,172,Automatic
IMG_20240822_121449057.jpg,30,106,0,255,0,180,Automatic
IMG_20240822_121458623.jpg,30,73,0,255,0,172,Automatic
IMG_20240822_121458623~2.jpg,30,93,0,255,0,172,Automatic
IMG_20240822_121622032_HDR.jpg,30,106,0,255,0,168,Automatic
IMG_20240822_121631165.jpg,30,106,0,255,0,180,Automatic
IMG_20240822_121635280_HDR.jpg,30,67,0,255,0,163,Automatic
IMG_20240822_121648719_HDR.jpg,30,116,0,255,0,182,Automatic
IMG_20240822_121656092.jpg,40,130,30,255,0,255,Manual
IMG_20240822_121837798_HDR.jpg,30,127,0,255,0,186,Automatic
IMG_20240822_121842438.jpg,30,106,0,255,0,173,Automatic
IMG_20240822_121848391_HDR.jpg,30,116,0,255,0,163,Automatic
IMG_20240822_121854491.jpg,30,130,130,255,0,255,Manual
IMG_20240822_121900406.jpg,30,130,130,255,0,255,Manual
IMG_20240822_121904588.jpg,30,127,0,255,0,176,Automatic
IMG_20240822_121913244.jpg,0,255,100,255,0,170,Manual
IMG_20240822_122024221.jpg,20,130,110,255,0,255,Manual
IMG_20240822_122031561_HDR.jpg,30,116,0,255,0,177,Automatic
IMG_20240822_122047507.jpg,20,130,110,255,0,255,Manual
IMG_20240822_122050571.jpg,30,116,0,255,0,170,Automatic
IMG_20240822_122106304.jpg,30,77,0,255,0,171,Automatic
IMG_20240822_122117554.jpg,30,116,0,255,0,183,Automatic
IMG_20240822_122158473.jpg,30,65,0,255,0,171,Automatic
IMG_20240822_122205035.jpg,30,68,0,255,0,171,Automatic
IMG_20240822_122326055_HDR.jpg,30,116,0,255,0,167,Automatic
IMG_20240822_122329743_HDR.jpg,30,116,0,255,0,160,Automatic
IMG_20240822_122333467.jpg,30,116,0,255,0,171,Automatic
IMG_20240822_122338348.jpg,30,106,0,255,0,153,Automatic
IMG_20240822_122350133.jpg,30,106,0,255,0,165,Automatic
IMG_20240822_122413062.jpg,30,116,0,255,0,174,Automatic
IMG_20240822_122422471.jpg,30,113,0,255,0,181,Automatic
IMG_20240822_122434762_HDR.jpg,30,131,0,255,0,156,Automatic
IMG_20240822_122558414.jpg,30,106,0,255,0,181,Automatic
IMG_20240822_122648448.jpg,30,106,0,255,0,171,Automatic
IMG_20240822_122653076.jpg,30,116,0,255,0,171,Automatic
IMG_20240822_122657376.jpg,30,93,0,255,0,171,Automatic
IMG_20240822_122704412.jpg,30,130,110,255,0,255,Manual
IMG_20240822_122717339.jpg,30,120,0,255,0,176,Automatic
IMG_20240822_122732337.jpg,30,116,0,255,0,168,Automatic
IMG_20240822_122738183.jpg,30,116,0,255,0,136,Automatic
IMG_20240822_122743666_HDR.jpg,30,131,0,255,0,165,Automatic
IMG_20240822_122756560_HDR.jpg,30,127,0,255,0,164,Automatic
IMG_20240822_161741821.jpg,30,106,0,255,0,139,Automatic
IMG_20240822_161749960.jpg,20,130,110,255,0,255,Manual
IMG_20240822_161806792.jpg,30,106,0,255,0,137,Automatic
IMG_20240822_161817026.jpg,20,130,110,255,0,255,Manual
IMG_20240822_161820306.jpg,30,122,0,255,0,139,Automatic
IMG_20240822_161825985.jpg,40,130,30,255,0,255,Manual
IMG_20240822_161829215.jpg,30,112,0,255,0,141,Automatic
IMG_20240822_161834537.jpg,30,106,0,255,0,153,Automatic
IMG_20240822_161838313.jpg,30,106,0,255,0,140,Automatic
IMG_20240822_161841384.jpg,30,106,0,255,0,144,Automatic
IMG_20240822_162052102.jpg,30,106,0,255,0,148,Automatic
IMG_20240822_162104000.jpg,30,106,0,255,0,144,Automatic
IMG_20240822_162127314.jpg,30,106,0,255,0,143,Automatic
IMG_20240822_162135548.jpg,30,104,0,255,0,143,Automatic
IMG_20240822_162145690.jpg,30,106,0,255,0,136,Automatic
IMG_20240822_162548810.jpg,30,77,0,255,0,136,Automatic
IMG_20240822_162555687.jpg,30,93,0,255,0,159,Automatic
IMG_20240822_162625376.jpg,30,116,0,255,0,141,Automatic
IMG_20240822_162659949.jpg,30,99,0,255,0,145,Automatic
IMG_20240822_162713448.jpg,35,130,0,255,0,255,Manual
IMG_20240822_162732242.jpg,40,130,30,255,0,255,Manual
IMG_20240822_162752069.jpg,40,130,30,255,0,255,Manual
IMG_20240822_162803140.jpg,30,106,0,255,0,143,Automatic
IMG_20240822_162831595.jpg,40,130,30,255,0,255,Manual
IMG_20240822_162857913.jpg,30,113,0,255,0,144,Automatic
IMG_20240822_162923524.jpg,20,130,110,255,0,255,Manual
IMG_20240822_162952808.jpg,30,113,0,255,0,147,Automatic
IMG_20240822_163049094.jpg,35,130,0,255,0,255,Manual
IMG_20240822_163056422.jpg,30,93,0,255,0,146,Automatic
IMG_20240822_163103249.jpg,40,130,30,255,0,255,Manual
IMG_20240822_163123778.jpg,40,130,30,255,0,255,Manual
IMG_20240822_163222980.jpg,30,106,0,255,0,138,Automatic
IMG_20240822_163228129.jpg,30,113,0,255,0,138,Automatic
IMG_20240822_163232222.jpg,30,106,0,255,0,147,Automatic
IMG_20240822_163248392.jpg,30,116,0,255,0,140,Automatic
IMG_20240822_163308527.jpg,30,106,0,255,0,177,Automatic
IMG_20240822_163334309.jpg,20,130,110,255,0,255,Manual
IMG_20240822_163345328.jpg,30,77,0,255,0,146,Automatic
IMG_20240822_163411898.jpg,30,63,0,255,0,142,Automatic
IMG_20240822_163528092.jpg,20,130,110,255,0,255,Manual
IMG_20240822_163604462.jpg,30,107,0,255,0,152,Automatic
IMG_20240822_163642231.jpg,35,130,0,255,0,255,Manual
IMG_20240822_163716434.jpg,30,99,0,255,0,143,Automatic
IMG_20240822_163731496.jpg,30,93,0,255,0,142,Automatic
IMG_20240822_163744066.jpg,30,99,0,255,0,146,Automatic
IMG_20240822_163820379.jpg,40,130,30,255,0,255,Manual
IMG_20240822_163844716.jpg,30,106,0,255,0,149,Automatic
IMG_20240822_163849796.jpg,30,106,0,255,0,146,Automatic
IMG_20240822_163910254.jpg,30,106,0,255,0,154,Automatic
IMG_20240822_163929487.jpg,30,106,0,255,0,146,Automatic
IMG_20240822_164001010.jpg,30,104,0,255,0,159,Automatic
IMG_20240822_164254058.jpg,30,63,0,255,0,148,Automatic
IMG_20240822_164259509.jpg,30,106,0,255,0,142,Automatic
IMG_20240822_164311925.jpg,30,106,0,255,0,148,Automatic
IMG_20240822_164333918.jpg,20,130,110,255,0,255,Manual
IMG_20240822_164350557.jpg,30,106,0,255,0,146,Automatic
IMG_20240822_164358326.jpg,30,106,0,255,0,143,Automatic
IMG_20240822_164402600.jpg,30,106,0,255,0,144,Automatic
IMG_20240822_164427915.jpg,30,106,0,255,0,144,Automatic
IMG_20240822_164449507.jpg,30,106,0,255,0,147,Automatic
IMG_20240822_164459118.jpg,40,130,30,255,0,255,Manual
IMG_20240822_164926493.jpg,40,130,30,255,0,255,Manual
IMG_20240822_164929412.jpg,20,130,110,255,0,255,Manual
IMG_20240822_164952616.jpg,30,107,0,255,0,157,Automatic
IMG_20240822_165006638.jpg,30,106,0,255,0,143,Automatic
IMG_20240822_165012554.jpg,30,106,0,255,0,143,Automatic
IMG_20240822_165024081.jpg,30,93,0,255,0,145,Automatic
IMG_20240822_165037035.jpg,30,69,0,255,0,145,Automatic
IMG_20240822_165053843.jpg,30,85,0,255,0,136,Automatic
IMG_20240822_165114055.jpg,20,130,110,255,0,255,Manual
IMG_20240822_165153961.jpg,30,93,0,255,0,151,Automatic
IMG_20240822_165244487.jpg,30,106,0,255,0,144,Automatic
IMG_20240822_165439063.jpg,30,106,0,255,0,144,Automatic
IMG_20240822_165444680.jpg,30,106,0,255,0,147,Automatic
IMG_20240822_165454596.jpg,30,106,0,255,0,146,Automatic
IMG_20240822_165537033.jpg,30,106,0,255,0,143,Automatic
IMG_20240822_165545733.jpg,30,106,0,255,0,150,Automatic
IMG_20240822_165620066.jpg,0,130,0,255,0,255,Manual
IMG_20240822_165736700.jpg,30,98,0,255,0,151,Automatic
IMG_20240822_165805120.jpg,20,130,110,255,0,255,Manual
IMG_20240822_165830069.jpg,30,106,0,255,0,158,Automatic
IMG_20240822_170103544.jpg,30,106,0,255,0,146,Automatic
IMG_20240822_170107567.jpg,30,57,0,255,0,144,Automatic
IMG_20240822_170114155.jpg,40,130,30,255,0,255,Manual
IMG_20240822_170132192.jpg,30,60,0,255,0,137,Automatic
IMG_20240822_170202774.jpg,30,51,0,255,0,146,Automatic
IMG_20240822_170220862.jpg,20,130,110,255,0,255,Manual
IMG_20240822_170236490.jpg,30,54,0,255,0,151,Automatic
IMG_20240822_170304538.jpg,20,130,110,255,0,255,Manual
IMG_20240822_170310893.jpg,30,76,0,255,0,149,Automatic
IMG_20240822_170328400.jpg,30,116,0,255,0,155,Automatic
IMG_20240822_170458418.jpg,30,51,0,255,0,148,Automatic
IMG_20240822_170602774.jpg,30,116,0,255,0,144,Automatic
IMG_20240822_170618713.jpg,30,116,0,255,0,146,Automatic
IMG_20240822_170639758.jpg,30,106,0,255,0,146,Automatic
IMG_20240822_170654450.jpg,30,127,0,255,0,151,Automatic
IMG_20240822_170726935.jpg,30,116,0,255,0,135,Automatic
IMG_20240822_170746080.jpg,30,116,0,255,0,153,Automatic
IMG_20240822_170748643.jpg,30,113,0,255,0,144,Automatic
IMG_20240822_170825127.jpg,30,106,0,255,0,144,Automatic
IMG_20240822_170946236.jpg,40,130,30,255,0,255,Manual
IMG_20240823_132518004_HDR.jpg,30,116,0,255,0,185,Automatic
IMG_20240823_132536220.jpg,30,130,100,255,0,255,Manual
IMG_20240823_132553821.jpg,30,108,0,255,0,170,Automatic
IMG_20240823_132602702.jpg,30,107,0,255,0,174,Automatic
IMG_20240823_132617760.jpg,20,130,110,255,0,255,Manual
IMG_20240823_132637221.jpg,30,50,0,255,0,131,Automatic
IMG_20240823_132647027.jpg,20,130,110,255,0,255,Manual
IMG_20240823_132728208.jpg,30,127,0,255,0,176,Automatic
IMG_20240823_132728208~2.jpg,30,106,0,255,0,178,Automatic
IMG_20240823_132752690.jpg,30,106,0,255,0,179,Automatic
IMG_20240823_132826940.jpg,20,130,110,255,0,255,Manual
IMG_20240823_134406982.jpg,30,106,0,255,0,177,Automatic
IMG_20240823_134430758.jpg,20,130,110,255,0,255,Manual
IMG_20240823_134435643.jpg,30,106,0,255,0,170,Automatic
IMG_20240823_134446600.jpg,30,106,0,255,0,177,Automatic
IMG_20240823_134535215_HDR.jpg,20,130,110,255,0,255,Manual
IMG_20240823_134545660.jpg,20,130,110,255,0,255,Manual
IMG_20240823_134558649.jpg,30,106,0,255,0,172,Automatic
IMG_20240823_134620470_HDR.jpg,20,130,110,255,0,255,Manual
IMG_20240823_134954544.jpg,30,54,0,255,0,180,Automatic
IMG_20240823_135006224.jpg,30,106,0,255,0,181,Automatic
IMG_20240823_135011322.jpg,30,106,0,255,0,188,Automatic
IMG_20240823_135016796.jpg,20,130,110,255,0,255,Manual
IMG_20240823_135033258.jpg,30,114,0,255,0,185,Automatic
IMG_20240823_135040808.jpg,30,113,0,255,0,170,Automatic
IMG_20240823_135104687_HDR.jpg,0,255,0,255,0,170,Manual
IMG_20240823_135108863_HDR.jpg,30,116,0,255,0,170,Automatic
IMG_20240823_135115886_HDR.jpg,30,120,0,255,0,173,Automatic
IMG_20240823_135131946.jpg,30,130,100,255,0,255,Manual
IMG_20240823_135142284.jpg,20,130,110,255,0,255,Manual
IMG_20240823_135157442.jpg,30,113,0,255,0,141,Automatic
IMG_20240823_135203401.jpg,0,255,100,255,0,170,Manual
IMG_20240823_135454292.jpg,30,106,0,255,0,176,Automatic
IMG_20240823_135510846.jpg,30,113,0,255,0,172,Automatic
IMG_20240823_135523376.jpg,30,109,0,255,0,175,Automatic
IMG_20240823_135529065.jpg,30,107,0,255,0,173,Automatic
IMG_20240823_135533652.jpg,30,112,0,255,0,179,Automatic
IMG_20240823_135537997_HDR.jpg,30,116,0,255,0,167,Automatic
IMG_20240823_135542511.jpg,30,106,0,255,0,171,Automatic
IMG_20240823_135551037.jpg,30,99,0,255,0,160,Automatic
IMG_20240823_135612362_HDR.jpg,30,122,0,255,0,167,Automatic
IMG_20240823_135630933.jpg,20,130,110,255,0,255,Manual
IMG_20240823_135642325.jpg,30,81,0,255,0,169,Automatic
IMG_20240823_135647419.jpg,20,130,110,255,0,255,Manual
IMG_20240823_135654389.jpg,20,130,110,255,0,255,Manual
IMG_20240823_135658671_HDR.jpg,20,130,110,255,0,255,Manual
IMG_20240823_135857784.jpg,30,122,0,255,0,165,Automatic
IMG_20240823_135901418.jpg,30,116,0,255,0,168,Automatic
IMG_20240823_135909988.jpg,30,116,0,255,0,166,Automatic
IMG_20240823_135914986.jpg,30,116,0,255,0,179,Automatic
IMG_20240823_135927112.jpg,20,130,110,255,0,255,Manual
IMG_20240823_135932951.jpg,30,121,0,255,0,171,Automatic
IMG_20240823_135937536.jpg,30,100,0,255,0,174,Automatic
IMG_20240823_135941864.jpg,30,103,0,255,0,180,Automatic
IMG_20240823_140128866_HDR.jpg,30,106,0,255,0,156,Automatic
IMG_20240823_140135424.jpg,30,116,0,255,0,168,Automatic
IMG_20240823_140153124.jpg,30,102,0,255,0,174,Automatic
IMG_20240823_140156929.jpg,0,130,120,255,0,255,Manual
IMG_20240823_140201697.jpg,30,116,0,255,0,169,Automatic
IMG_20240823_140206820_HDR.jpg,30,106,0,255,0,167,Automatic
IMG_20240823_140211845.jpg,30,120,0,255,0,174,Automatic
IMG_20240823_140216816.jpg,30,113,0,255,0,172,Automatic
IMG_20240823_140223215.jpg,20,130,110,255,0,255,Manual
IMG_20240823_140321925.jpg,20,130,110,255,0,255,Manual
IMG_20240823_140328056_HDR.jpg,30,124,0,255,0,195,Automatic
IMG_20240823_140402971.jpg,30,106,0,255,0,130,Automatic
IMG_20240823_140434568.jpg,30,106,0,255,0,178,Automatic
IMG_20240823_140438711.jpg,30,116,0,255,0,188,Automatic
IMG_20240823_140441796.jpg,30,122,0,255,0,179,Automatic
IMG_20240823_140454682.jpg,20,130,110,255,0,255,Manual
IMG_20240823_140539045_HDR.jpg,30,122,0,255,0,180,Automatic
IMG_20240823_140547417.jpg,30,116,0,255,0,170,Automatic
IMG_20240823_140551118.jpg,30,125,0,255,0,176,Automatic
IMG_20240823_140643460.jpg,30,116,0,255,0,181,Automatic
IMG_20240823_140701462_HDR.jpg,30,127,0,255,0,169,Automatic
IMG_20240823_140803561_HDR.jpg,20,130,110,255,0,255,Manual
IMG_20240823_140807347.jpg,30,123,0,255,0,173,Automatic
IMG_20240823_140824654_HDR.jpg,20,130,110,255,0,255,Manual
IMG_20240823_140852497_HDR.jpg,20,130,110,255,0,255,Manual
IMG_20240823_140903811_HDR.jpg,20,130,110,255,0,255,Manual
IMG_20240823_140954038_HDR.jpg,0,200,0,255,0,150,Manual
IMG_20240823_141102381.jpg,40,130,30,255,0,255,Manual
IMG_20240823_141112037_HDR.jpg,30,114,0,255,0,176,Automatic
IMG_20240823_141112037_HDR~2.jpg,30,113,0,255,0,175,Automatic
IMG_20240823_141142449.jpg,20,130,110,255,0,255,Manual
IMG_20240823_141301383.jpg,30,116,0,255,0,164,Automatic
IMG_20240823_141313060.jpg,20,130,110,255,0,255,Manual
IMG_20240823_141318798.jpg,30,106,0,255,0,174,Automatic
IMG_20240823_141336700.jpg,20,130,110,255,0,255,Manual
IMG_20240823_141450365.jpg,30,120,0,255,0,181,Automatic
IMG_20240823_141500728.jpg,20,130,110,255,0,255,Manual
IMG_20240823_141504610.jpg,30,122,0,255,0,158,Automatic
IMG_20240823_141541309.jpg,30,109,0,255,0,171,Automatic
IMG_20240823_141546320_HDR.jpg,20,130,110,255,0,255,Manual
IMG_20240823_141616696_HDR.jpg,30,116,0,255,0,162,Automatic
IMG_20240823_141623063.jpg,30,119,0,255,0,172,Automatic
IMG_20240823_141706283.jpg,30,122,0,255,0,184,Automatic
IMG_20240823_141709554.jpg,30,116,0,255,0,172,Automatic
IMG_20240823_141828980.jpg,30,122,0,255,0,174,Automatic
IMG_20240823_141845696_HDR.jpg,30,116,0,255,0,147,Automatic
IMG_20240823_141902653_HDR.jpg,30,89,0,255,0,192,Automatic
IMG_20240823_141940052_HDR.jpg,0,130,120,255,0,255,Manual
IMG_20240823_141956024_HDR.jpg,30,116,0,255,0,130,Automatic
IMG_20240823_142010860.jpg,20,130,110,255,0,255,Manual
IMG_20240823_142045295.jpg,20,130,110,255,0,255,Manual
IMG_20240823_142055157.jpg,30,106,0,255,0,125,Automatic
IMG_20240823_142116563.jpg,30,102,0,255,0,197,Automatic
IMG_20240823_142220776.jpg,20,130,110,255,0,255,Manual
IMG_20240823_142223953.jpg,20,130,110,255,0,255,Manual
IMG_20240823_142335424.jpg,30,127,0,255,0,166,Automatic
IMG_20240823_142339012_HDR.jpg,30,116,0,255,0,180,Automatic
IMG_20240823_142349175.jpg,30,123,0,255,0,177,Automatic
IMG_20240823_142411837.jpg,30,61,0,255,0,163,Automatic
IMG_20240823_142456255.jpg,20,130,110,255,0,255,Manual
IMG_20240823_142500009.jpg,30,106,0,255,0,171,Automatic
IMG_20240823_142503378.jpg,20,130,110,255,0,255,Manual
IMG_20240823_142507746.jpg,20,130,110,255,0,255,Manual
IMG_20240823_142511228.jpg,20,130,110,255,0,255,Manual
IMG_20240823_142543931.jpg,20,130,110,255,0,255,Manual
IMG_20240823_142647593.jpg,20,130,110,255,0,255,Manual
IMG_20240823_142650447.jpg,20,130,110,255,0,255,Manual
IMG_20240823_142653507.jpg,20,130,110,255,0,255,Manual
IMG_20240823_142748030.jpg,20,130,110,255,0,255,Manual
IMG_20240823_142831212.jpg,20,130,110,255,0,255,Manual
IMG_20240823_142834835.jpg,30,125,0,255,0,169,Automatic
IMG_20240823_142839231.jpg,0,130,120,255,0,255,Manual
